Chr,Start,End,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Ensembl,gene
chrX,28315735,28316234,Intergenic,L1MA4A|LINE|L1,179679,NR_106750,102465140,ENSG00000277569,MIR6134
chrX,67277764,67278263,Intergenic,L1PA13|LINE|L1,-266008,NM_000044,367,ENSG00000169083,AR
chrX,128508072,128508571,Intergenic,MSTD-int|LTR|ERVL-MaLR,-455918,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,147867354,147867853,Intergenic,L1MA2|LINE|L1,44214,NR_024501,100126270,ENSG00000268066,FMR1-AS1
chrX,54777222,54777721,"intron (NM_198510, intron 5 of 12)",L1MA2|LINE|L1,20784,NM_198510,347365,ENSG00000102313,ITIH6
chrX,48754098,48754597,Intergenic,Intergenic,-7400,NM_001080489,392465,ENSG00000171433,GLOD5
chrX,30239581,30240080,Intergenic,Intergenic,-2170,NM_002367,4115,ENSG00000120289,MAGEB4
chrX,56767171,56767670,"intron (NM_001348129, intron 2 of 2)",LTR12C|LTR|ERV1,-29836,NR_002308,442454,,UQCRBP1
chrX,150784506,150785005,"intron (NM_001184808, intron 4 of 7)","intron (NM_001184808, intron 4 of 7)",73000,NM_001353996,8776,ENSG00000063601,MTMR1
chrX,144980475,144980974,Intergenic,L1M1|LINE|L1,-266779,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,151912041,151912540,promoter-TSS (NM_001011548),promoter-TSS (NM_001011548),-599,NM_001011548,4103,ENSG00000147381,MAGEA4
chrX,27856550,27857049,Intergenic,Intergenic,48809,NM_182506,139422,ENSG00000177689,MAGEB10
chrX,149159114,149159613,Intergenic,THE1C-int|LTR|ERVL-MaLR,345943,NR_104128,3423,ENSG00000010404,IDS
chrX,149649140,149649639,Intergenic,Intergenic,-17477,NM_001174092,84548,ENSG00000269556,TMEM185A
chrX,69815257,69815756,"intron (NM_001005613, intron 2 of 2)",L1PA11|LINE|L1,199393,NM_001005612,1896,ENSG00000158813,EDA
chrX,75229947,75230446,"intron (NM_001363821, intron 4 of 9)",L1PB1|LINE|L1,-43863,NR_030774,139596,ENSG00000094841,UPRT
chrX,69795670,69796169,"intron (NM_001005613, intron 2 of 2)",L1MA4A|LINE|L1,179806,NM_001005612,1896,ENSG00000158813,EDA
chrX,140126357,140126856,Intergenic,L1MA2|LINE|L1,34939,NM_001271560,389895,,LOC389895
chrX,150342787,150343286,Intergenic,Intergenic,-20281,NM_001177465,10046,ENSG00000013619,MAMLD1
chrX,149056547,149057495,Intergenic,Intergenic,337930,NM_001170628,2334,ENSG00000155966,AFF2
chrX,139667524,139668023,"intron (NM_001099855, intron 1 of 27)",L1MA4A|LINE|L1,-24870,NM_005369,4168,ENSG00000101977,MCF2
chrX,97944144,97944643,Intergenic,L1PA13|LINE|L1,-379858,NR_125391,10824,ENSG00000236256,DIAPH2-AS1
chrX,131803077,131803576,"intron (NR_026975, intron 3 of 12)","intron (NR_026975, intron 3 of 12)",27317,NR_152876,286467,ENSG00000213468,FIRRE
chrX,151809389,151809888,Intergenic,Intergenic,74892,NM_005140,1260,ENSG00000183862,CNGA2
chrX,19061798,19062297,"intron (NM_001184833, intron 3 of 27)","intron (NM_001184833, intron 3 of 27)",60421,NM_001184835,10149,ENSG00000173698,ADGRG2
chrX,107534534,107535033,"intron (NM_032428, intron 5 of 15)",(CACA)n|Simple_repeat|Simple_repeat,11038,NR_046750,100874122,ENSG00000227610,FRMPD3-AS1
chrX,84447932,84448431,"intron (NM_001177478, intron 3 of 9)",L1M2|LINE|L1,54272,NM_144657,139324,ENSG00000165259,HDX
chrX,153037621,153038120,Intergenic,ERV3-16A3_I-int|LTR|ERVL,-18600,NM_013364,29944,ENSG00000183837,PNMA3
chrX,155435282,155435781,Intergenic,L1PA10|LINE|L1,-21986,NR_036260,100422977,ENSG00000221603,MIR1184-3
chrX,21348252,21348751,Intergenic,L1PA11|LINE|L1,-25917,NM_014927,22866,ENSG00000149970,CNKSR2
chrX,147261998,147262497,Intergenic,THE1B-int|LTR|ERVL-MaLR,-1622,NR_030236,574514,ENSG00000208000,MIR509-1
chrX,45420796,45421295,Intergenic,L1M1|LINE|L1,-84343,NR_104644,101927528,ENSG00000229563,LINC01204
chrX,74849665,74850164,"intron (NM_001008537, intron 1 of 3)",L1M2|LINE|L1,75538,NM_001008537,340533,ENSG00000050030,NEXMIF
chrX,81724132,81724631,Intergenic,L1PA14|LINE|L1,522279,NM_003022,6451,ENSG00000131171,SH3BGRL
chrX,23333054,23333553,Intergenic,CpG,-1546,NM_173495,139411,ENSG00000165186,PTCHD1
chrX,152611960,152612459,Intergenic,L1PA6|LINE|L1,-25686,NM_018558,55879,ENSG00000268089,GABRQ
chrX,70494406,70494905,"intron (NM_020730, intron 7 of 13)","intron (NM_020730, intron 7 of 13)",-38661,NR_109801,100873930,ENSG00000231651,DLG3-AS1
chrX,131073273,131073772,"intron (NM_001282607, intron 1 of 11)","intron (NM_001282607, intron 1 of 11)",-8913,NM_001330651,158763,ENSG00000147256,ARHGAP36
chrX,151978738,151979237,Intergenic,Intergenic,-4311,NM_004961,2564,ENSG00000102287,GABRE
chrX,129653852,129654351,"intron (NM_017413, intron 1 of 2)",CpG,855,NM_017413,8862,ENSG00000171388,APLN
chrX,79601962,79602461,Intergenic,L1PA17|LINE|L1,-234659,NM_001171581,9452,ENSG00000078596,ITM2A
chrX,124684366,124684865,"intron (NM_014253, intron 5 of 30)",L1M2|LINE|L1,279202,NM_014253,10178,ENSG00000009694,TENM1
chrX,125826710,125827209,Intergenic,L1PA16|LINE|L1,-282803,NR_110409,101928495,ENSG00000237208,LOC101928495
chrX,85605460,85605959,Intergenic,MSTB-int|LTR|ERVL-MaLR,-226044,NM_024921,79983,ENSG00000124429,POF1B
chrX,53381387,53381886,"intron (NM_001281463, intron 23 of 25)",L2c|LINE|L2,24129,NR_106916,102465516,ENSG00000278204,MIR6857
chrX,122756135,122756634,Intergenic,THE1D-int|LTR|ERVL-MaLR,-427859,NM_000828,2892,ENSG00000125675,GRIA3
chrX,20874879,20875378,Intergenic,L1PA10|LINE|L1,-499290,NM_014927,22866,ENSG00000149970,CNKSR2
chrX,120311001,120311500,"intron (NM_001104544, intron 1 of 8)",CpG,286,NM_017938,55026,ENSG00000125355,TMEM255A
chrX,148333112,148333611,Intergenic,Intergenic,-167256,NM_001169123,2334,ENSG00000155966,AFF2
chrX,75759633,75760132,Intergenic,L1PA13|LINE|L1,-16803,NR_030737,286495,,TTC3P1
chrX,107483730,107484229,Intergenic,Intergenic,-38471,NM_032428,84443,ENSG00000147234,FRMPD3
chrX,145599989,145600488,Intergenic,L1PREC2|LINE|L1,-217591,NM_032539,84631,ENSG00000185985,SLITRK2
chrX,45443936,45444435,Intergenic,L1M3c|LINE|L1,-61203,NR_104644,101927528,ENSG00000229563,LINC01204
chrX,66994407,66994906,Intergenic,L1P3|LINE|L1,-355358,NM_001199687,60401,ENSG00000131080,EDA2R
chrX,135433984,135434483,Intergenic,Intergenic,12289,NM_203306,399668,ENSG00000178947,SMIM10L2A
chrX,30067235,30067734,Intergenic,L1M2a1|LINE|L1,-148079,NM_002364,4113,ENSG00000099399,MAGEB2
chrX,124592974,124593473,"intron (NM_014253, intron 11 of 30)",L1PA16|LINE|L1,246941,NM_001114937,4068,ENSG00000183918,SH2D1A
chrX,39716012,39716511,Intergenic,LTR16A2|LTR|ERVL,55045,NR_037501,100500822,ENSG00000263730,MIR3937
chrX,9033033,9033532,"intron (NM_205849, intron 1 of 8)","intron (NM_205849, intron 1 of 8)",845,NM_205849,171483,ENSG00000177138,FAM9B
chrX,122731970,122732469,Intergenic,L1PA10|LINE|L1,-452024,NM_000828,2892,ENSG00000125675,GRIA3
chrX,151546395,151546894,Intergenic,L1PA10|LINE|L1,-17031,NM_173493,139135,ENSG00000166049,PASD1
chrX,146542674,146543173,Intergenic,MSTA-int|LTR|ERVL-MaLR,-266848,NM_001244892,100133053,ENSG00000235699,CXorf51B
chrX,149150714,149151213,Intergenic,L1PREC2|LINE|L1,354343,NR_104128,3423,ENSG00000010404,IDS
chrX,33543733,33544232,Intergenic,L1MA4A|LINE|L1,-204594,NM_000109,1756,ENSG00000198947,DMD
chrX,155408844,155409343,Intergenic,THE1B-int|LTR|ERVL-MaLR,-25895,NR_036259,100422985,ENSG00000221190,MIR1184-2
chrX,121137731,121138230,Intergenic,THE1A-int|LTR|ERVL-MaLR,90370,NM_012084,2747,ENSG00000182890,GLUD2
chrX,19024677,19025176,"intron (NM_001184833, intron 10 of 27)",AluJb|SINE|Alu,-40812,NM_000292,5256,ENSG00000044446,PHKA2
chrX,152900403,152900902,Intergenic,Intergenic,-13790,NM_001178109,7739,ENSG00000147394,ZNF185
chrX,153347465,153347964,"exon (NM_001367757, exon 4 of 4)","exon (NM_001367757, exon 4 of 4)",-4315,NR_135656,105373378,ENSG00000063587,LOC105373378
chrX,142580721,142581220,Intergenic,L1M1|LINE|L1,-375680,NM_016249,51438,ENSG00000046774,MAGEC2
chrX,26813643,26814142,Intergenic,L1M1|LINE|L1,255555,NR_001559,139538,ENSG00000259849,VENTXP1
chrX,7631467,7631966,Intergenic,L1P4a|LINE|L1,-210546,NM_013452,26609,ENSG00000182583,VCX
chrX,70445175,70445674,"exon (NM_021120, exon 1 of 19)","exon (NM_021120, exon 1 of 19)",589,NM_021120,1741,ENSG00000082458,DLG3
chrX,115952087,115952586,"intron (NR_130730, intron 1 of 2)","intron (NR_130730, intron 1 of 2)",16775,NR_130730,642776,ENSG00000235244,DANT2
chrX,17765430,17765929,Intergenic,Intergenic,28186,NM_006746,6322,ENSG00000047634,SCML1
chrX,45247136,45247635,Intergenic,L1MA1|LINE|L1,-46509,NM_176819,79742,ENSG00000147113,DIPK2B
chrX,18897441,18897940,"intron (NM_000292, intron 29 of 32)",MIR3|SINE|MIR,7394,NR_029379,100132163,,PHKA2-AS1
chrX,48488352,48488851,Intergenic,Intergenic,12402,NM_012280,24140,ENSG00000068438,FTSJ1
chrX,75107725,75108224,"intron (NM_001271696, intron 3 of 15)",L1M1|LINE|L1,48309,NM_001271697,22,ENSG00000131269,ABCB7
chrX,8323476,8323975,Intergenic,LTR28|LTR|ERV1,-141105,NM_001001888,425054,ENSG00000205642,VCX3B
chrX,54870980,54871479,Intergenic,Intergenic,-49334,NM_001271183,7216,ENSG00000067445,TRO
chrX,148338198,148338697,Intergenic,L1M1|LINE|L1,-162170,NM_001169123,2334,ENSG00000155966,AFF2
chrX,155282370,155282869,"intron (NM_001289, intron 3 of 5)",L1M3e|LINE|L1,-18128,NM_171998,116442,ENSG00000155961,RAB39B
chrX,21063088,21063587,Intergenic,L1MA9|LINE|L1,-311081,NM_014927,22866,ENSG00000149970,CNKSR2
chrX,148722814,148723313,"intron (NM_001170628, intron 1 of 17)",L2c|LINE|L2,3972,NM_001170628,2334,ENSG00000155966,AFF2
chrX,111002592,111003091,"intron (NM_001128167, intron 1 of 14)",MamRTE1|LINE|RTE-BovB,58444,NM_001324330,5063,ENSG00000077264,PAK3
chrX,141904024,141904523,"intron (NM_005462, intron 1 of 3)","intron (NM_005462, intron 1 of 3)",379,NM_005462,9947,ENSG00000155495,MAGEC1
chrX,109172047,109172546,Intergenic,MER52D|LTR|ERV1,309790,NM_001522,2986,ENSG00000101890,GUCY2F
chrX,155439772,155440271,Intergenic,L1MA4A|LINE|L1,-17496,NR_036260,100422977,ENSG00000221603,MIR1184-3
chrX,142971960,142972459,Intergenic,LTR12C|LTR|ERV1,-53719,NM_001009613,441525,ENSG00000189326,SPANXN4
chrX,53241461,53241960,"intron (NM_001111125, intron 10 of 14)","intron (NM_001111125, intron 10 of 14)",-16288,NM_001146702,8242,ENSG00000126012,KDM5C
chrX,41374637,41375136,Intergenic,Intergenic,40720,NM_001363819,1654,ENSG00000215301,DDX3X
chrX,11923059,11923558,"intron (NM_001368398, intron 3 of 18)",L1PA13|LINE|L1,100869,NM_001368395,9758,ENSG00000169933,FRMPD4
chrX,130995203,130995702,Intergenic,Intergenic,62694,NR_126350,104266960,ENSG00000228659,LINC01201
chrX,4792939,4793438,Intergenic,LTR1A1|LTR|ERV1,-159616,NR_110390,101928201,ENSG00000236513,LOC101928201
chrX,127582472,127582971,Intergenic,L1MA2|LINE|L1,469682,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,140383490,140383989,Intergenic,Intergenic,121321,NM_005634,6658,ENSG00000134595,SOX3
chrX,33987144,33987643,Intergenic,L1M2|LINE|L1,144937,NM_203408,158724,ENSG00000185448,FAM47A
chrX,53143246,53143745,"non-coding (NR_110456, exon 3 of 3)","non-coding (NR_110456, exon 3 of 3)",49338,NR_145979,102723508,,KANTR
chrX,53292586,53293085,"intron (NM_001111125, intron 1 of 14)","intron (NM_001111125, intron 1 of 14)",-11251,NM_015075,23096,ENSG00000124313,IQSEC2
chrX,99520044,99520543,Intergenic,L1PB3|LINE|L1,889980,NM_020766,57526,ENSG00000165194,PCDH19
chrX,13640458,13640957,Intergenic,Intergenic,-12434,NM_001297563,170082,ENSG00000176896,TCEANC
chrX,135433052,135433551,Intergenic,Intergenic,11357,NM_203306,399668,ENSG00000178947,SMIM10L2A
chrX,46485966,46486465,Intergenic,L1PA6|LINE|L1,38918,NM_001129898,55634,ENSG00000147121,KRBOX4
chrX,124426533,124427032,"intron (NM_014253, intron 22 of 30)","intron (NM_014253, intron 22 of 30)",80500,NM_001114937,4068,ENSG00000183918,SH2D1A
chrX,100016263,100016762,Intergenic,THE1B-int|LTR|ERVL-MaLR,393761,NM_020766,57526,ENSG00000165194,PCDH19
chrX,117443793,117444292,Intergenic,L1PA7|LINE|L1,529696,NM_033495,90293,ENSG00000003096,KLHL13
chrX,36724229,36724728,Intergenic,Intergenic,-283881,NM_001013736,442444,ENSG00000198173,FAM47C
chrX,16007106,16007605,Intergenic,MLT1G|LTR|ERVL-MaLR,-116210,NM_005314,2925,ENSG00000126010,GRPR
chrX,39857688,39858187,Intergenic,Intergenic,20376,NR_039763,100616251,ENSG00000263972,MIR1587
chrX,104397377,104397876,Intergenic,Intergenic,-142693,NM_153448,80712,ENSG00000123576,ESX1
chrX,37997247,37997746,Intergenic,MER52A|LTR|ERV1,6717,NM_012274,25763,ENSG00000187516,HYPM
chrX,151738701,151739200,"intron (NM_005140, intron 3 of 6)","intron (NM_005140, intron 3 of 6)",4204,NM_005140,1260,ENSG00000183862,CNGA2
chrX,78507393,78507892,Intergenic,L1PB1|LINE|L1,151686,NM_152694,203430,ENSG00000179300,RTL3
chrX,9748331,9748830,"exon (NM_000273, exon 4 of 9)","exon (NM_000273, exon 4 of 9)",17267,NM_000273,4935,ENSG00000101850,GPR143
chrX,124333328,124333827,"exon (NM_001355534, exon 1 of 1)","exon (NM_001355534, exon 1 of 1)",917,NM_001355534,100132015,ENSG00000282419,TEX13D
chrX,149509561,149510060,Intergenic,Intergenic,-4504,NM_006123,3423,ENSG00000010404,IDS
chrX,145065906,145066405,Intergenic,MER74C|LTR|ERVL,-181348,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,82196890,82197389,Intergenic,L1PREC2|LINE|L1,995037,NM_003022,6451,ENSG00000131171,SH3BGRL
chrX,129792833,129793332,"exon (NM_018990, exon 7 of 8)","exon (NM_018990, exon 7 of 8)",13133,NM_018990,54440,ENSG00000122122,SASH3
chrX,147637076,147637575,Intergenic,THE1B-int|LTR|ERVL-MaLR,274492,NR_024501,100126270,ENSG00000268066,FMR1-AS1
chrX,95736572,95737071,Intergenic,L1M1|LINE|L1,601081,NR_003539,643486,ENSG00000271209,BRDTP1
chrX,21210989,21211488,Intergenic,MSTA-int|LTR|ERVL-MaLR,-163180,NM_014927,22866,ENSG00000149970,CNKSR2
chrX,107440906,107441405,Intergenic,Intergenic,-81295,NM_032428,84443,ENSG00000147234,FRMPD3
chrX,127004733,127005232,Intergenic,L1PA13|LINE|L1,185253,NM_001122716,100130613,ENSG00000183631,PRR32
chrX,150098124,150098623,Intergenic,Intergenic,-129631,NR_031748,100313839,ENSG00000252454,MIR2114
chrX,65274651,65275150,Intergenic,L1M2c|LINE|L1,-213835,NM_001010888,340554,ENSG00000102053,ZC3H12B
chrX,133675366,133675865,"intron (NM_001164619, intron 4 of 6)","intron (NM_001164619, intron 4 of 6)",-221828,NR_148713,110806308,ENSG00000286096,GPC3-AS1
chrX,24523277,24523776,"intron (NM_001142386, intron 6 of 11)",G-rich|Low_complexity|Low_complexity,58240,NM_001142386,5165,ENSG00000067992,PDK3
chrX,108192075,108192574,"intron (NM_001287758, intron 18 of 45)","intron (NM_001287758, intron 18 of 45)",100546,NM_052936,115201,ENSG00000101844,ATG4A
chrX,17168124,17168623,Intergenic,AluJb|SINE|Alu,-206827,NM_198270,4810,ENSG00000188158,NHS
chrX,150086807,150087306,Intergenic,L2b|LINE|L2,-140948,NR_031748,100313839,ENSG00000252454,MIR2114
chrX,141931405,141931904,Intergenic,L1MA2|LINE|L1,27760,NM_005462,9947,ENSG00000155495,MAGEC1
chrX,123538858,123539357,Intergenic,L1M3c|LINE|L1,193945,NM_001081550,57187,ENSG00000125676,THOC2
chrX,124883746,124884245,"intron (NM_014253, intron 3 of 30)",L1M2|LINE|L1,79822,NM_014253,10178,ENSG00000009694,TENM1
chrX,54824351,54824850,Intergenic,Intergenic,10230,NR_002953,677799,ENSG00000221716,SNORA11
chrX,35685967,35686466,Intergenic,L1M1|LINE|L1,-112126,NM_001099921,139604,ENSG00000189023,MAGEB16
chrX,151161493,151161992,Intergenic,Intergenic,-6480,NR_036256,100422930,ENSG00000265789,MIR4330
chrX,62959550,62960049,Intergenic,L1PA13|LINE|L1,391533,NM_001012968,139886,ENSG00000186767,SPIN4
chrX,11120027,11120526,"intron (NM_001122608, intron 5 of 6)",L2b|LINE|L2,8944,NM_001122608,3052,ENSG00000004961,HCCS
chrX,17787699,17788198,Intergenic,Intergenic,50455,NM_006746,6322,ENSG00000047634,SCML1
chrX,154774652,154775151,promoter-TSS (NR_002984),promoter-TSS (NR_002984),-97,NR_002984,677835,ENSG00000206693,SNORA56
chrX,121043808,121044307,Intergenic,L1M2|LINE|L1,-3553,NM_012084,2747,ENSG00000182890,GLUD2
chrX,83943606,83944105,Intergenic,L1PREC2|LINE|L1,82709,NM_021118,1538,ENSG00000183035,CYLC1
chrX,148043582,148044081,Intergenic,L1M1|LINE|L1,62494,NM_152578,158521,ENSG00000176988,FMR1NB
chrX,48814610,48815109,TTS (NR_135592),TTS (NR_135592),-11654,NM_181532,3266,ENSG00000187682,ERAS
chrX,19310884,19311383,Intergenic,Intergenic,-32760,NM_001173454,5160,ENSG00000131828,PDHA1
chrX,16939209,16939708,Intergenic,MSTA-int|LTR|ERVL-MaLR,-7200,NM_004726,9185,ENSG00000169891,REPS2
chrX,101999748,102000247,Intergenic,Intergenic,-67970,NM_001282400,84460,ENSG00000166432,ZMAT1
chrX,84122877,84123376,"intron (NM_014496, intron 8 of 21)",L1MA3|LINE|L1,64809,NM_001330512,27330,ENSG00000072133,RPS6KA6
chrX,128780643,128781142,Intergenic,L1P4b|LINE|L1,-728489,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,40475664,40476163,Intergenic,Intergenic,-105057,NM_005765,10159,ENSG00000182220,ATP6AP2
chrX,67094217,67094716,Intergenic,MSTB-int|LTR|ERVL-MaLR,-449555,NM_000044,367,ENSG00000169083,AR
chrX,55535949,55536448,Intergenic,L1P4e|LINE|L1,-47000,NM_201286,158880,ENSG00000247746,USP51
chrX,65072713,65073212,Intergenic,L1PA13|LINE|L1,-38221,NM_001243804,55906,ENSG00000126970,ZC4H2
chrX,110561111,110561610,Intergenic,L1PA10|LINE|L1,41048,NR_002718,6998,ENSG00000225366,TDGF1P3
chrX,128597083,128597582,Intergenic,L1PA10|LINE|L1,-544929,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,85297517,85298016,"intron (NM_001307940, intron 15 of 15)",L1P4a|LINE|L1,53775,NM_001330574,7552,ENSG00000147180,ZNF711
chrX,135263286,135263785,"intron (NR_110381, intron 1 of 3)",L1PA6|LINE|L1,11474,NM_001355522,101928677,ENSG00000238210,ETDA
chrX,142327236,142327735,Intergenic,L1PA13|LINE|L1,-122195,NM_016249,51438,ENSG00000046774,MAGEC2
chrX,85025780,85026279,"intron (NM_198450, intron 1 of 8)",MSTA-int|LTR|ERVL-MaLR,22152,NM_198450,139322,ENSG00000155008,APOOL
chrX,155604163,155604662,"intron (NM_018196, intron 1 of 7)",L1PA15|LINE|L1,-8153,NM_001304990,10251,ENSG00000168939,SPRY3
chrX,143837196,143837695,Intergenic,MER52D|LTR|ERV1,-46626,NR_121210,389898,ENSG00000276380,UBE2NL
chrX,70127878,70128377,Intergenic,LTR28C|LTR|ERV1,-5320,NM_001551,3476,ENSG00000089289,IGBP1
chrX,70238224,70238723,"intron (NM_001013579, intron 5 of 6)","intron (NM_001013579, intron 5 of 6)",3818,NM_001013579,158833,ENSG00000204195,AWAT1
chrX,123799721,123800220,Intergenic,Intergenic,-59842,NM_001204401,331,ENSG00000101966,XIAP
chrX,18933286,18933785,"intron (NM_000292, intron 11 of 32)",MER91A|DNA|hAT-Tip100,43239,NR_029379,100132163,,PHKA2-AS1
chrX,114808899,114809398,"intron (NM_001256760, intron 5 of 6)",L1MA3|LINE|L1,-14306,NR_029955,554212,ENSG00000199001,MIR448
chrX,88914860,88915359,Intergenic,THE1D-int|LTR|ERVL-MaLR,167884,NM_001184771,53336,ENSG00000147183,CPXCR1
chrX,34335840,34336339,Intergenic,THE1B-int|LTR|ERVL-MaLR,-203759,NM_203408,158724,ENSG00000185448,FAM47A
chrX,131763559,131764058,"intron (NR_026975, intron 7 of 12)","intron (NR_026975, intron 7 of 12)",66835,NR_152876,286467,ENSG00000213468,FIRRE
chrX,155578040,155578539,"intron (NM_018196, intron 1 of 7)",L1MA4A|LINE|L1,-34276,NM_001304990,10251,ENSG00000168939,SPRY3
chrX,83819202,83819701,Intergenic,L1PA12|LINE|L1,-41675,NM_001271680,1538,ENSG00000183035,CYLC1
chrX,84088534,84089033,"intron (NM_014496, intron 20 of 21)",L1PA10|LINE|L1,99152,NM_001330512,27330,ENSG00000072133,RPS6KA6
chrX,130248567,130249066,"intron (NM_017666, intron 2 of 18)",L1PA13|LINE|L1,20083,NM_017666,55609,ENSG00000056277,ZNF280C
chrX,53189453,53189952,"intron (NR_148673, intron 25 of 26)","intron (NR_148673, intron 25 of 26)",5786,NR_106955,102465539,ENSG00000276575,MIR6895
chrX,75399197,75399696,"intron (NM_001146256, intron 9 of 10)",L1PA14|LINE|L1,123591,NM_144969,158866,ENSG00000102383,ZDHHC15
chrX,136346762,136347261,"exon (NM_153834, exon 6 of 26)","exon (NM_153834, exon 6 of 26)",46048,NM_153834,139378,ENSG00000156920,ADGRG4
chrX,86241788,86242287,"intron (NM_001139514, intron 1 of 11)",MSTA-int|LTR|ERVL-MaLR,-20931,NM_001139515,117154,ENSG00000126733,DACH2
chrX,152742289,152742788,Intergenic,Intergenic,8676,NM_001166386,4111,ENSG00000213401,MAGEA12
chrX,123499914,123500413,Intergenic,Intergenic,232889,NM_001081550,57187,ENSG00000125676,THOC2
chrX,79589947,79590446,Intergenic,L1PA15|LINE|L1,-222644,NM_001171581,9452,ENSG00000078596,ITM2A
chrX,50006740,50007239,"intron (NM_001127899, intron 3 of 14)","intron (NM_001127899, intron 3 of 14)",-1442,NR_030224,574502,ENSG00000207785,MIR500A
chrX,14917208,14917707,"intron (NM_152581, intron 13 of 14)",L2a|LINE|L2,32166,NM_001177475,158747,ENSG00000130150,MOSPD2
chrX,121870507,121871006,Intergenic,MER52A|LTR|ERV1,499784,NR_037444,100500869,ENSG00000265456,MIR3672
chrX,149647356,149647855,Intergenic,MER52A|LTR|ERV1,-15693,NM_001174092,84548,ENSG00000269556,TMEM185A
chrX,17043582,17044081,"intron (NM_001080975, intron 5 of 17)","intron (NM_001080975, intron 5 of 17)",97173,NM_001080975,9185,ENSG00000169891,REPS2
chrX,51236142,51236641,Intergenic,L1M2|LINE|L1,-64970,NR_110382,101926971,ENSG00000230317,LINC01284
chrX,23540545,23541044,Intergenic,L1M1|LINE|L1,-126699,NM_006406,10549,ENSG00000123131,PRDX4
